Team,points-per-game,average-scoring-margin,field-goals-made-per-game,field-goals-attempted-per-game,offensive-efficiency,defensive-efficiency,effective-field-goal-pct,true-shooting-percentage,three-point-pct,two-point-pct,free-throw-pct,three-pointers-made-per-game,three-pointers-attempted-per-game,offensive-rebounds-per-game,defensive-rebounds-per-game,total-rebounds-per-game,offensive-rebounding-pct,defensive-rebounding-pct,total-rebounding-percentage,blocks-per-game,steals-per-game,assists-per-game,turnovers-per-game,assist--per--turnover-ratio,win-pct-all-games,win-pct-close-games,possessions-per-game,personal-fouls-per-game,opponent-points-per-game,opponent-average-scoring-margin,opponent-shooting-pct,opponent-effective-field-goal-pct,opponent-three-point-pct,opponent-two-point-pct,opponent-free-throw-pct,opponent-true-shooting-percentage,opponent-assists-per-game,opponent-turnovers-per-game,opponent-assist--per--turnover-ratio
Gonzaga,87.8,22.5,32.9,62.4,1.168,0.869,59.4,123.2,37.9,60.9,73.0,8.4,22.1,8.3,30.0,41.5,27.7,79.2,56.0,5.9,6.7,18.2,11.8,1.548,0.897,0.0,75.2,15.4,65.3,-22.5,37.9,43.2,30.7,41.6,69.5,92.0,10.0,12.6,0.794
S Dakota St,85.5,11.0,30.5,58.5,1.171,1.021,59.7,125.2,44.2,56.3,76.0,8.9,20.1,6.2,26.4,35.0,21.9,77.9,52.2,2.3,5.7,14.4,11.0,1.316,0.875,1.0,73.1,15.8,74.6,-11.0,44.2,51.5,35.2,50.6,74.1,107.9,12.1,11.4,1.066
Arizona,84.6,17.0,30.4,61.4,1.132,0.904,55.9,118.1,35.4,57.5,73.8,7.8,21.9,10.4,28.4,41.4,33.9,74.2,55.2,5.7,6.7,19.9,13.2,1.511,0.912,0.8,74.7,16.5,67.5,-17.0,38.7,44.4,32.7,41.9,67.0,93.9,11.8,12.9,0.909
Iowa,83.8,12.5,29.9,64.5,1.158,0.985,53.6,113.6,36.8,52.6,74.9,9.3,25.2,10.6,23.7,37.3,31.0,72.0,50.9,4.4,7.4,16.1,9.2,1.754,0.743,0.375,72.3,16.1,71.3,-12.5,43.8,49.8,32.9,50.0,70.6,105.0,14.4,13.7,1.054
Oral Roberts,81.5,3.6,29.7,65.5,1.104,1.055,53.9,112.2,37.2,52.3,72.2,11.3,30.2,8.5,27.5,38.8,24.7,77.2,51.2,4.1,4.7,11.3,9.6,1.179,0.571,0.333,73.8,15.9,77.8,-3.6,45.1,51.1,34.4,50.8,70.4,107.0,11.6,9.2,1.26
Duke,80.2,13.0,29.7,60.7,1.144,0.958,55.6,116.3,36.8,55.8,72.9,8.2,22.2,9.4,26.3,38.3,30.5,73.8,53.0,5.5,6.5,16.9,10.2,1.652,0.824,0.556,70.1,13.6,67.1,-13.0,41.7,47.0,31.4,46.9,67.2,97.8,13.6,11.0,1.232
Alabama,80.0,3.6,27.7,62.8,1.063,1.016,51.5,109.9,30.8,56.3,73.0,9.3,30.1,11.6,24.7,39.9,33.8,70.6,52.5,4.7,7.0,14.6,14.6,1.004,0.594,0.583,75.2,18.6,76.4,-3.6,43.5,49.4,33.1,49.2,71.2,106.1,12.4,13.0,0.95
Toledo,79.9,10.4,29.7,62.0,1.116,0.971,53.5,113.4,35.9,53.4,76.0,7.0,19.4,9.1,27.6,39.8,28.5,73.7,53.0,2.7,5.3,15.2,10.4,1.461,0.781,0.714,71.5,15.3,69.5,-10.4,40.4,47.0,31.2,47.1,67.2,98.7,12.6,10.8,1.168
Purdue,79.8,11.0,28.2,57.2,1.159,0.999,57.0,118.9,39.1,55.9,70.3,8.7,22.4,9.8,25.7,38.6,34.1,78.7,57.0,3.5,4.6,16.6,11.7,1.423,0.794,0.444,68.8,14.4,68.8,-11.0,42.7,49.6,33.5,49.2,72.0,104.0,13.6,9.5,1.432
St Johns,79.6,5.4,30.3,66.8,1.041,0.97,50.8,106.1,33.5,51.0,67.7,7.3,21.6,10.3,24.7,37.8,28.9,70.6,49.3,5.5,8.8,18.8,11.9,1.575,0.531,0.3,76.4,17.9,74.2,-5.4,42.4,48.9,34.1,47.5,71.6,105.1,13.1,15.9,0.821
Wake Forest,79.5,9.3,28.6,58.5,1.086,0.959,56.2,117.9,35.1,58.7,73.3,8.6,24.6,8.0,26.5,36.8,26.3,75.9,52.3,3.9,6.4,15.1,13.6,1.115,0.719,0.556,73.2,15.8,70.2,-9.3,41.6,47.5,32.6,46.8,70.3,101.4,12.4,12.6,0.99
Kentucky,79.5,13.5,30.4,62.8,1.118,0.929,53.4,112.1,34.9,53.7,73.0,6.2,17.6,11.4,25.5,40.3,36.5,77.3,57.1,4.2,6.8,16.1,11.5,1.394,0.788,0.25,71.1,14.2,66.0,-13.5,41.1,46.6,30.3,47.2,71.5,99.2,11.3,12.1,0.935
UAB,79.4,11.8,29.0,62.3,1.091,0.929,52.9,111.9,38.3,50.6,73.9,7.8,20.4,10.1,24.5,37.9,32.0,75.7,53.1,4.1,9.0,12.8,11.6,1.111,0.781,0.444,72.8,17.0,67.6,-11.8,41.9,47.9,32.4,47.5,71.1,102.8,11.0,15.2,0.726
Auburn,78.7,11.7,27.9,63.6,1.052,0.896,50.3,107.7,32.0,51.9,73.3,8.1,25.4,10.2,25.8,39.9,31.0,73.8,52.2,7.9,8.8,14.6,12.1,1.207,0.844,0.5,74.8,18.5,67.0,-11.7,38.5,44.1,31.2,42.6,72.9,97.5,11.1,15.0,0.736
Buffalo,78.7,5.1,29.3,64.8,1.068,0.998,51.6,108.3,34.4,51.6,71.6,8.3,24.1,12.4,26.3,41.9,35.4,73.9,54.7,4.1,6.8,14.7,13.4,1.096,0.607,0.286,73.7,17.4,73.6,-5.1,43.0,48.2,31.9,48.3,71.0,102.8,11.5,11.4,1.003
Princeton,78.6,6.6,29.8,61.9,1.11,1.017,56.7,115.3,38.4,55.9,64.0,10.7,27.8,7.3,25.5,35.3,22.6,78.1,50.6,1.7,5.7,14.9,10.1,1.479,0.75,0.727,70.8,14.0,72.0,-6.6,46.0,51.3,33.6,51.6,73.4,107.4,11.2,10.8,1.036
Kansas,78.6,10.4,28.6,59.6,1.097,0.951,54.1,114.2,35.5,54.5,72.4,7.1,20.1,9.9,25.1,37.4,32.2,73.6,53.3,4.1,6.4,15.4,12.5,1.235,0.824,0.75,71.7,15.9,68.1,-10.4,41.8,46.9,30.1,47.9,70.7,100.3,11.9,12.9,0.92
Col Charlestn,78.2,1.8,28.0,63.7,1.021,0.998,50.3,107.2,33.9,49.9,73.0,8.1,23.9,11.9,24.8,40.3,34.7,77.5,54.7,2.8,8.0,13.2,15.6,0.844,0.531,0.529,76.6,20.6,76.4,-1.8,45.2,51.2,34.1,51.3,72.3,110.0,12.6,14.3,0.878
Bowling Grn,77.9,-4.4,27.4,64.4,1.027,1.085,48.6,105.0,33.1,48.0,74.2,7.9,23.8,10.3,23.8,37.4,28.6,70.7,49.0,3.4,7.2,11.9,12.2,0.972,0.379,0.6,75.8,18.1,82.2,4.4,45.8,53.5,36.0,53.1,74.7,113.4,14.6,12.9,1.137
W Illinois,77.6,0.0,27.7,63.9,1.036,1.036,50.2,106.5,33.5,50.1,71.6,8.8,26.4,9.8,24.6,37.5,27.5,79.4,51.5,2.5,6.4,11.3,11.7,0.965,0.483,0.546,74.9,18.0,77.6,0.0,46.5,52.7,37.7,50.8,77.5,113.0,12.3,12.7,0.97
N Carolina,77.5,5.8,27.6,61.0,1.075,0.995,52.1,111.3,36.2,50.8,77.2,8.3,22.9,9.3,27.6,39.8,28.6,81.6,55.4,3.8,5.4,14.8,11.7,1.27,0.727,0.5,72.1,14.4,71.7,-5.8,43.4,49.8,34.9,48.3,73.7,104.8,12.9,10.0,1.29
Syracuse,77.4,2.3,27.7,61.5,1.077,1.045,52.5,110.9,37.7,49.8,73.7,9.1,24.1,8.7,23.2,36.3,27.2,70.0,49.0,3.8,7.0,14.6,10.7,1.359,0.485,0.333,71.8,14.2,75.1,-2.3,42.6,50.6,33.0,51.6,75.1,107.0,18.9,11.7,1.621
N Colorado,77.3,-0.6,27.2,57.4,1.071,1.079,56.0,117.2,38.0,55.2,71.9,9.9,26.1,6.0,24.3,32.8,20.1,76.9,49.1,2.7,4.2,11.9,12.0,0.99,0.563,0.688,72.2,18.2,78.0,0.6,46.5,52.9,37.9,50.9,73.4,112.1,11.5,10.3,1.119
Santa Clara,77.3,5.4,28.8,59.4,1.062,0.988,54.5,115.0,37.8,53.5,76.2,7.2,19.1,6.4,26.1,35.5,21.3,75.3,50.4,3.8,6.0,15.1,11.5,1.31,0.636,0.5,72.7,15.0,71.9,-5.4,42.8,48.5,34.8,46.7,76.2,102.8,13.5,11.8,1.147
Belmont,77.1,9.1,28.7,59.1,1.078,0.952,55.7,116.2,32.8,60.6,73.7,8.4,25.6,6.7,24.2,33.4,22.8,73.4,49.7,4.0,9.0,17.8,11.8,1.499,0.75,0.6,71.5,13.7,68.1,-9.1,42.7,49.4,33.7,48.7,70.4,103.8,13.2,14.7,0.898
VA Military,77.0,0.1,26.5,58.6,1.081,1.08,55.5,117.0,37.6,54.5,78.9,12.0,32.0,6.4,24.9,34.6,20.6,71.4,47.9,2.6,4.5,15.2,11.6,1.311,0.464,0.333,71.2,15.2,76.9,-0.1,42.7,51.0,34.6,50.1,74.7,107.7,13.1,9.9,1.317
Arkansas,76.9,8.4,26.6,60.6,1.037,0.924,49.2,107.6,30.7,50.9,75.3,6.4,20.8,9.7,25.5,38.2,29.0,77.0,52.5,4.2,7.7,14.1,12.6,1.118,0.758,0.5,74.2,16.8,68.5,-8.4,41.1,47.5,32.8,46.4,73.2,102.8,12.9,15.0,0.862
Hofstra,76.8,2.4,28.4,61.9,1.068,1.035,53.4,112.5,33.8,55.6,79.7,9.3,27.6,6.7,23.0,32.4,21.0,74.6,47.7,2.5,7.6,14.9,10.4,1.437,0.633,0.778,71.9,15.5,74.4,-2.4,46.2,54.4,38.3,52.1,73.6,113.8,15.4,14.4,1.069
Missouri St,76.5,7.2,27.8,58.2,1.1,0.995,54.6,116.1,36.4,54.6,79.9,7.9,21.8,7.2,25.4,35.1,24.0,78.6,52.0,3.3,5.3,11.8,10.6,1.115,0.667,0.4,69.6,15.3,69.3,-7.2,42.3,48.8,33.6,47.8,75.9,104.8,10.8,10.7,1.008
Baylor,76.5,12.9,28.2,60.9,1.088,0.905,52.9,110.7,34.6,53.5,69.8,7.9,23.0,11.0,22.8,37.1,34.5,73.1,53.7,3.4,8.8,15.8,12.5,1.268,0.813,0.6,70.3,15.8,63.6,-12.9,42.5,47.8,29.9,49.5,70.1,101.5,13.1,15.7,0.833
Bryant,76.4,3.1,26.6,61.9,1.02,0.979,49.7,106.9,30.7,52.6,73.4,8.3,27.1,10.5,26.1,40.6,30.7,71.2,51.4,4.2,6.3,13.5,13.9,0.969,0.7,0.667,74.9,16.8,73.4,-3.1,42.0,47.4,32.1,47.0,68.0,99.8,15.0,12.0,1.251
Furman,76.4,7.6,27.2,59.3,1.119,1.007,55.6,116.1,37.5,55.0,75.8,11.5,30.6,7.9,22.2,32.8,25.6,73.1,49.4,3.6,8.2,16.9,10.5,1.605,0.636,0.455,68.3,14.7,68.8,-7.6,45.4,51.5,33.3,52.5,72.9,108.4,13.3,12.8,1.038
UCLA,76.4,11.6,27.9,62.1,1.089,0.924,50.6,107.8,35.1,49.6,73.6,6.9,19.6,10.0,24.0,37.1,29.8,78.4,52.8,3.3,7.0,14.0,9.2,1.526,0.781,0.2,70.1,16.3,64.8,-11.6,41.6,47.7,32.2,47.3,72.3,102.3,11.8,13.5,0.875
S Utah,76.3,3.2,26.9,59.4,1.044,1.001,52.1,110.4,33.7,53.1,70.5,8.0,23.7,7.8,25.0,36.4,24.5,79.6,52.1,2.5,6.3,11.0,12.2,0.901,0.621,0.6,73.1,17.2,73.2,-3.2,44.9,51.7,33.6,52.5,76.1,110.0,12.4,12.6,0.984
Nicholls St,76.3,2.7,29.9,64.3,1.029,0.992,52.5,107.5,32.4,54.8,62.4,7.8,24.1,10.2,24.3,37.3,30.1,71.5,49.8,3.9,7.7,12.7,12.6,1.006,0.607,0.571,74.2,19.0,73.6,-2.7,42.1,48.5,33.9,47.0,71.3,104.7,13.7,14.3,0.96
Murray St,76.3,14.0,27.8,59.8,1.105,0.903,52.9,111.1,34.7,53.5,69.8,7.8,22.6,10.7,24.6,38.2,33.8,76.9,54.9,3.1,7.8,13.9,11.6,1.206,0.931,1.0,69.0,14.9,62.3,-14.0,41.9,48.0,30.1,50.0,67.6,100.9,10.6,14.1,0.746
Cornell,76.3,0.0,26.8,58.8,1.025,1.024,53.5,112.5,34.1,55.6,70.3,9.3,27.4,7.9,25.8,36.3,24.6,73.0,49.7,2.7,7.5,15.8,14.4,1.099,0.542,0.375,74.4,19.4,76.2,0.0,44.2,51.0,32.3,52.9,68.5,107.5,13.1,13.3,0.991
Fla Gulf Cst,76.2,2.0,27.0,60.4,1.046,1.019,52.9,110.6,35.0,53.2,68.8,9.9,28.2,9.5,25.1,38.1,29.1,73.4,52.0,5.1,6.4,15.2,13.6,1.118,0.633,0.667,72.8,14.4,74.2,-2.0,43.8,50.4,33.7,50.3,68.3,105.2,14.0,11.3,1.239
SE Louisiana,76.1,-3.3,25.3,56.9,1.022,1.067,52.0,112.8,34.5,52.1,76.2,8.5,24.7,7.9,21.8,31.6,24.5,67.9,46.1,3.8,7.3,14.2,14.6,0.969,0.517,0.833,74.5,17.0,79.4,3.3,47.4,53.8,34.2,55.2,72.2,112.7,14.3,14.5,0.986
New Orleans,76.1,0.0,27.0,58.0,0.99,0.99,50.0,109.3,31.2,51.0,73.8,4.0,12.9,6.9,24.6,35.1,22.6,70.9,48.3,2.7,7.7,12.3,14.5,0.845,0.536,0.5,76.9,19.2,76.1,0.0,43.5,49.7,31.6,51.1,70.5,105.9,14.9,14.8,1.005
San Francisco,76.0,9.3,27.4,60.4,1.056,0.926,53.1,110.9,34.7,53.9,69.2,9.3,26.8,9.3,25.3,37.6,28.7,78.2,53.3,4.6,7.7,12.9,12.8,1.005,0.719,0.5,72.0,17.9,66.7,-9.3,42.5,46.9,28.9,48.4,71.0,101.1,10.5,13.1,0.804
Houston,75.8,16.9,28.1,60.0,1.117,0.867,53.6,111.2,34.1,55.1,66.9,8.0,23.5,12.2,24.4,39.2,37.9,76.8,55.3,5.2,8.2,16.7,11.3,1.478,0.853,0.5,67.9,17.4,58.9,-16.9,37.3,43.5,29.0,43.5,70.5,95.8,10.9,14.4,0.758
Illinois,75.8,8.1,26.7,58.9,1.078,0.963,53.1,111.8,36.7,51.7,70.8,9.2,25.1,10.0,25.5,38.6,31.7,76.2,54.3,3.0,5.2,15.4,12.2,1.265,0.71,0.6,70.3,16.4,67.6,-8.1,41.6,46.3,32.3,45.4,72.1,99.7,10.4,10.7,0.967
SE Missouri,75.7,-2.5,25.6,58.3,1.025,1.059,51.5,110.5,35.2,50.6,73.0,8.9,25.3,8.0,23.1,33.0,24.5,73.2,48.1,2.4,6.2,14.0,13.1,1.069,0.4,0.5,73.9,20.4,78.2,2.5,45.8,52.4,34.5,52.8,73.3,112.6,13.2,13.2,0.995
U Mass,75.7,-2.4,25.7,59.4,1.056,1.09,51.3,110.2,37.1,48.0,75.8,9.5,25.6,8.7,21.8,33.7,27.1,72.3,49.0,2.6,6.5,13.7,11.6,1.178,0.469,0.625,71.6,17.1,78.1,2.4,48.5,55.2,37.4,54.7,72.8,115.7,16.5,12.6,1.313
Colgate,75.4,7.8,27.5,57.9,1.088,0.976,55.9,115.6,40.1,52.7,69.3,9.8,24.4,7.6,25.8,36.0,25.0,77.5,51.9,3.5,6.2,17.0,11.5,1.483,0.667,0.143,69.3,14.7,67.6,-7.8,43.0,49.0,33.7,48.2,67.1,102.5,13.6,11.0,1.24
Memphis,75.4,7.0,26.9,57.2,1.031,0.935,52.6,111.4,35.9,52.0,69.2,6.3,17.6,11.0,24.3,38.7,35.9,71.2,54.3,5.7,8.7,16.1,16.4,0.982,0.677,0.286,73.2,18.7,68.4,-7.0,39.6,46.5,32.1,45.3,70.0,100.3,13.3,14.9,0.894
Montana St,75.4,6.5,25.8,54.7,1.059,0.967,53.8,115.7,36.8,53.1,75.0,7.3,19.8,7.1,24.6,34.7,25.1,79.4,52.8,3.8,5.1,12.4,12.9,0.961,0.781,0.714,71.2,18.3,68.8,-6.5,42.5,48.3,32.3,48.1,75.7,105.7,9.3,12.7,0.732
E Kentucky,75.3,-1.4,26.9,67.1,1.008,1.026,48.3,101.8,33.9,46.0,71.8,11.0,32.6,10.4,21.3,34.9,26.9,69.7,46.1,3.6,9.3,14.5,11.4,1.269,0.333,0.25,74.7,16.6,76.7,1.4,47.7,54.6,34.4,56.5,71.3,113.9,16.3,16.4,0.995
E Washingtn,75.3,0.2,26.0,57.7,1.037,1.033,52.6,112.6,35.7,51.9,75.6,8.8,24.6,7.3,25.2,35.4,23.4,76.2,50.7,2.8,5.2,15.3,13.0,1.174,0.516,0.539,72.6,18.6,75.0,-0.2,43.3,50.3,33.8,50.0,75.9,108.2,12.4,11.2,1.107
Iona,75.3,7.0,26.3,59.0,1.041,0.945,50.7,108.2,33.3,51.0,69.7,7.1,21.4,10.0,24.4,37.0,30.0,73.2,51.3,6.2,6.5,16.1,12.6,1.284,0.781,0.667,72.3,18.2,68.3,-7.0,41.4,46.4,30.3,46.9,70.5,100.6,11.5,13.4,0.856
Weber State,75.2,3.5,26.0,55.5,1.049,1.001,53.5,114.9,34.6,54.5,75.4,7.4,21.4,5.7,23.9,31.2,18.9,76.1,48.1,2.5,7.4,10.5,11.6,0.908,0.613,0.333,71.6,15.8,71.7,-3.5,44.9,52.3,38.1,49.2,72.8,110.1,13.2,14.4,0.917
Connecticut,75.2,10.0,26.8,61.6,1.071,0.928,49.6,106.6,35.3,47.8,75.0,7.4,21.1,12.3,25.2,40.9,36.8,75.4,55.3,6.5,6.0,14.0,11.9,1.179,0.719,0.3,70.2,16.8,65.2,-10.0,40.1,45.7,34.5,42.8,68.0,98.2,10.2,12.3,0.832
Wright State,75.2,3.5,27.4,58.8,1.064,1.014,52.0,111.4,33.0,53.2,76.6,6.3,19.1,9.0,22.8,34.3,29.4,72.1,50.9,2.9,5.8,13.9,12.4,1.122,0.606,0.455,70.6,14.5,71.6,-3.5,45.5,51.3,33.8,51.6,71.3,107.8,11.1,12.8,0.867
Cleveland St,74.9,3.9,27.3,57.3,1.047,0.993,53.2,111.5,32.6,55.3,67.3,6.3,19.3,9.8,22.7,34.9,32.3,70.5,51.6,3.3,8.4,16.5,13.8,1.201,0.621,0.5,71.5,18.9,71.0,-3.9,42.4,49.4,32.3,50.0,76.3,107.4,13.2,15.3,0.862
Saint Louis,74.9,6.9,26.8,59.2,1.047,0.95,50.8,109.5,36.3,49.2,76.1,6.6,18.1,9.7,25.3,38.4,31.5,75.4,54.0,3.1,6.3,14.4,13.1,1.1,0.667,0.455,71.5,18.1,67.9,-6.9,42.3,47.7,31.7,47.9,67.1,101.7,11.6,12.7,0.916
Miami (FL),74.8,3.8,27.6,57.7,1.084,1.029,54.2,114.1,35.3,54.8,74.3,7.3,20.7,6.2,21.6,30.5,20.8,71.4,46.9,2.9,8.7,14.0,9.6,1.461,0.697,0.6,69.0,14.9,71.0,-3.8,46.6,53.5,35.2,53.9,69.1,111.0,15.1,13.8,1.097
Vermont,74.8,14.1,27.4,55.6,1.125,0.913,57.3,119.4,36.8,58.9,74.7,8.8,24.0,5.8,26.1,34.8,21.1,82.6,54.6,2.4,5.2,15.1,9.7,1.55,0.844,0.5,66.5,14.0,60.7,-14.1,41.2,47.7,34.4,45.2,68.4,100.0,9.8,11.2,0.877
Davidson,74.6,8.8,26.2,54.8,1.115,0.984,55.6,117.8,38.5,54.2,75.7,8.7,22.5,6.3,25.0,33.6,22.0,79.2,51.9,2.6,4.6,14.4,9.8,1.47,0.813,0.7,66.9,14.8,65.8,-8.8,42.0,49.4,33.8,48.4,73.9,105.5,12.0,11.2,1.076
Marquette,74.4,3.5,26.9,59.4,1.01,0.962,52.6,111.0,34.7,52.9,74.7,8.6,24.8,6.0,25.5,34.7,19.3,70.3,47.1,5.1,7.9,16.0,12.5,1.285,0.613,0.714,73.7,17.5,70.9,-3.5,41.0,46.7,31.7,46.2,69.9,100.0,14.0,13.8,1.016
S Methodist,74.4,7.2,25.2,56.8,1.042,0.941,52.1,111.8,36.3,50.3,74.2,8.8,24.2,8.0,26.3,37.6,25.4,72.1,50.5,4.4,6.3,14.0,12.3,1.136,0.742,0.75,71.4,15.3,67.2,-7.2,39.8,44.8,30.3,44.6,69.3,95.7,13.0,11.9,1.092
W Kentucky,74.0,3.1,26.7,57.9,1.028,0.986,52.7,111.3,35.9,52.0,71.6,7.6,21.1,7.2,24.0,34.5,23.3,71.9,48.3,5.6,8.1,13.2,12.4,1.065,0.567,0.25,71.9,11.3,70.9,-3.1,42.9,50.6,35.5,48.5,72.2,104.8,16.0,13.9,1.151
Ball State,74.0,-3.4,25.2,57.2,1.007,1.054,51.3,109.4,35.7,49.8,69.6,8.4,23.6,8.2,24.3,35.5,25.4,73.8,49.4,2.4,6.0,13.0,14.1,0.922,0.433,0.667,73.4,18.2,77.4,3.4,44.6,52.4,36.3,50.8,71.8,111.0,13.5,12.3,1.097
Citadel,73.9,-4.8,25.8,59.4,1.007,1.073,52.0,108.8,34.8,51.7,68.0,10.3,29.5,7.4,25.2,35.7,21.9,72.4,47.5,3.5,4.5,15.2,12.3,1.232,0.357,0.455,73.4,15.5,78.7,4.8,44.0,50.4,33.0,50.9,74.3,106.9,14.3,9.9,1.435
Xavier,73.9,4.7,26.2,58.9,1.03,0.965,50.2,107.3,32.2,51.2,70.2,6.8,21.1,9.0,25.4,37.3,27.3,76.1,51.8,4.5,7.6,14.6,11.6,1.259,0.594,0.556,71.7,15.5,69.2,-4.7,42.5,48.4,32.3,48.3,74.2,103.2,12.3,12.9,0.956
Ohio State,73.8,5.3,25.9,54.7,1.095,1.016,54.8,116.5,37.3,54.0,76.0,8.1,21.7,7.7,24.2,34.4,27.3,74.3,51.8,4.8,4.4,12.8,11.0,1.164,0.633,0.556,67.4,16.4,68.5,-5.3,41.9,47.9,34.0,46.2,73.4,102.9,11.6,10.1,1.152
Miami (OH),73.8,-2.2,26.6,61.7,1.039,1.07,50.3,107.4,34.3,49.5,80.0,9.0,26.2,8.0,22.4,33.4,23.9,71.8,47.3,3.0,5.6,13.1,10.4,1.262,0.379,0.444,71.0,16.5,76.0,2.2,46.1,53.5,36.7,52.5,72.6,112.9,13.8,12.4,1.108
LIU,73.8,-0.6,26.5,62.8,0.986,0.994,48.4,102.7,31.0,49.6,68.1,7.8,25.1,10.9,25.5,39.0,30.2,71.9,50.4,4.7,7.3,16.3,13.6,1.2,0.517,0.556,74.8,17.0,74.3,0.6,41.9,48.5,32.0,48.8,72.3,103.9,13.4,13.4,1.0
Illinois St,73.7,-1.5,26.1,58.0,1.017,1.038,51.8,110.6,36.9,49.7,75.1,7.9,21.5,7.8,23.5,34.6,25.6,72.8,49.8,4.5,6.7,12.2,13.8,0.881,0.355,0.417,72.5,17.9,75.2,1.5,44.5,50.9,34.3,50.6,75.3,109.3,13.3,12.3,1.087
South Dakota,73.7,1.2,26.0,56.8,1.071,1.054,52.0,111.7,37.3,50.0,75.4,7.1,18.9,7.6,23.6,33.9,24.8,78.9,52.1,2.1,4.2,11.3,10.3,1.104,0.586,0.667,68.8,18.1,72.5,-1.2,45.9,52.7,36.2,51.7,72.3,111.9,9.9,10.5,0.938
N Iowa,73.7,2.8,25.2,55.7,1.05,1.01,52.6,113.8,34.4,53.3,79.1,8.2,23.8,5.3,23.8,32.5,18.1,79.7,50.1,1.4,5.7,11.1,11.2,0.991,0.621,0.5,70.2,13.9,70.9,-2.8,45.2,53.8,35.4,54.4,73.3,112.2,13.0,12.6,1.03
Longwood,73.7,7.1,25.4,57.0,1.065,0.962,51.7,110.5,38.6,48.0,72.4,8.2,21.2,9.5,22.4,35.8,31.1,77.1,53.9,2.0,7.4,13.4,12.3,1.087,0.786,0.875,69.2,15.6,66.6,-7.1,43.9,50.6,31.1,53.7,74.0,107.5,11.9,13.6,0.876
LA Tech,73.7,5.1,26.2,58.3,1.037,0.965,51.9,110.2,34.0,52.5,72.8,8.1,23.9,7.6,24.6,35.3,23.8,73.5,49.4,2.0,6.4,13.1,11.7,1.113,0.677,0.778,71.0,15.1,68.5,-5.1,41.9,48.2,33.0,47.4,72.8,103.1,12.3,13.5,0.914
New Mexico,73.7,-3.1,25.6,59.8,1.005,1.047,49.4,106.6,34.3,48.1,74.8,7.8,22.6,7.1,22.9,33.5,21.3,72.2,46.8,4.2,6.0,11.4,11.6,0.986,0.367,0.286,73.3,18.7,76.7,3.1,46.3,52.0,32.8,53.5,73.3,111.3,14.3,12.9,1.106
Winthrop,73.7,2.1,25.7,53.1,1.04,1.011,56.4,117.8,37.0,57.0,69.5,8.4,22.6,6.6,23.8,32.8,23.8,73.8,50.5,2.6,6.3,12.8,14.8,0.869,0.69,0.818,70.8,18.0,71.6,-2.1,43.8,51.0,35.9,49.1,70.9,108.5,11.1,13.4,0.826
Howard,73.6,1.8,24.8,57.5,0.989,0.965,50.4,109.2,36.2,47.8,74.7,8.3,23.0,7.7,21.3,32.9,24.6,66.6,46.9,3.4,7.5,13.6,15.0,0.903,0.5,0.273,74.5,18.3,71.8,-1.8,43.7,49.4,34.0,48.6,71.7,106.0,12.2,17.1,0.716
Fla Atlantic,73.6,4.7,26.4,57.4,1.05,0.983,53.5,112.4,34.9,54.4,71.7,8.6,24.6,9.1,23.7,35.5,30.2,76.0,52.8,3.0,7.0,13.3,13.6,0.973,0.533,0.143,70.1,17.1,68.9,-4.7,44.2,50.4,37.3,47.6,69.8,106.9,10.8,13.2,0.816
TX A&M-CC,73.5,2.3,25.3,60.0,0.997,0.965,47.2,103.8,31.8,46.9,74.3,6.0,18.8,11.1,23.3,37.5,32.3,73.0,51.9,1.6,8.2,13.6,14.2,0.961,0.613,0.8,73.8,21.2,71.2,-2.3,42.3,49.0,31.5,50.3,75.4,108.1,12.4,16.3,0.759
Seattle,73.5,6.1,25.2,61.9,0.998,0.916,48.3,104.5,33.1,47.2,76.4,9.4,28.4,8.5,25.5,37.2,23.9,76.1,49.6,3.7,7.0,13.0,11.8,1.108,0.7,0.667,73.7,20.9,67.5,-6.1,40.6,46.4,31.3,46.1,67.6,100.8,11.6,14.8,0.782
Ohio,73.5,6.2,25.5,59.3,1.048,0.96,50.8,108.2,34.1,50.4,73.2,9.3,27.1,8.4,23.3,34.1,24.9,76.0,49.3,2.6,7.3,12.7,10.6,1.198,0.719,0.333,70.1,14.5,67.3,-6.2,43.8,49.7,31.0,51.6,75.6,106.4,11.1,14.2,0.78
McNeese St,73.4,-6.7,26.2,60.4,0.965,1.053,48.6,103.3,30.6,49.9,65.4,6.2,20.2,10.9,24.2,38.3,31.1,72.1,51.7,3.2,6.6,11.1,16.4,0.676,0.241,0.222,76.1,21.0,80.2,6.7,46.1,52.0,34.7,52.0,72.8,111.9,14.2,13.2,1.07
Loyola-Chi,73.4,11.2,26.0,54.1,1.079,0.914,56.3,117.7,38.0,55.8,71.8,8.9,23.4,6.7,24.6,33.8,24.0,78.9,52.0,2.5,6.7,14.8,12.3,1.205,0.774,0.8,68.0,17.4,62.1,-11.2,41.0,47.0,31.5,46.9,73.3,101.2,9.3,13.3,0.701
Maryland BC,73.4,0.5,25.2,56.7,1.046,1.039,52.6,112.8,38.3,48.9,78.2,9.3,24.2,6.1,23.4,32.1,19.7,73.5,47.1,2.0,4.7,12.3,11.1,1.107,0.548,0.75,70.2,13.6,72.9,-0.5,46.3,52.8,35.2,52.7,65.6,108.3,13.2,11.4,1.156
