Team,points-per-game,average-scoring-margin,field-goals-made-per-game,field-goals-attempted-per-game,offensive-efficiency,defensive-efficiency,effective-field-goal-pct,true-shooting-percentage,three-point-pct,two-point-pct,free-throw-pct,three-pointers-made-per-game,three-pointers-attempted-per-game,offensive-rebounds-per-game,defensive-rebounds-per-game,total-rebounds-per-game,offensive-rebounding-pct,defensive-rebounding-pct,total-rebounding-percentage,blocks-per-game,steals-per-game,assists-per-game,turnovers-per-game,assist--per--turnover-ratio,win-pct-all-games,win-pct-close-games,possessions-per-game,personal-fouls-per-game,opponent-points-per-game,opponent-average-scoring-margin,opponent-shooting-pct,opponent-effective-field-goal-pct,opponent-three-point-pct,opponent-two-point-pct,opponent-free-throw-pct,opponent-true-shooting-percentage,opponent-assists-per-game,opponent-turnovers-per-game,opponent-assist--per--turnover-ratio
St Bonavent,70.3,4.0,26.4,58.3,1.028,0.97,50.4,107.2,32.5,51.2,75.0,5.9,18.3,7.9,22.9,34.0,25.6,75.6,50.3,4.9,6.4,13.8,10.6,1.306,0.7,0.714,68.4,13.4,66.4,-4.0,42.4,50.0,34.1,49.1,71.7,105.1,14.2,12.9,1.106
LA Lafayette,70.3,0.2,24.3,57.3,0.971,0.968,48.6,104.9,34.3,47.0,71.1,7.2,21.1,10.2,24.9,38.4,31.6,74.1,53.3,4.1,6.7,12.2,15.6,0.787,0.483,0.444,72.3,18.3,70.1,-0.2,41.5,46.9,32.2,46.2,75.0,103.0,12.4,13.0,0.955
Wofford,70.2,3.6,24.6,54.2,1.067,1.012,53.9,114.3,34.8,55.5,77.3,9.3,26.6,7.2,21.5,30.5,25.4,78.9,51.8,1.4,6.6,12.8,11.5,1.116,0.567,0.375,65.8,15.3,66.7,-3.6,45.3,53.8,36.2,53.3,73.9,113.3,11.8,12.8,0.922
Morgan St,70.2,-4.5,25.7,61.8,0.913,0.972,46.4,98.9,30.7,46.5,66.7,6.0,19.7,9.8,21.8,36.3,28.9,72.6,49.6,3.3,7.0,13.6,16.0,0.85,0.391,0.5,76.8,20.3,74.7,4.5,44.9,51.6,34.7,51.3,70.1,110.8,12.3,17.4,0.71
SC Upstate,70.1,-4.9,25.1,56.5,0.983,1.052,51.4,109.4,36.3,49.5,75.3,7.9,21.9,6.1,22.4,31.6,19.8,70.8,46.1,3.4,6.2,13.3,13.0,1.019,0.448,0.6,71.4,19.3,75.1,4.9,44.4,51.2,33.1,52.3,70.9,109.6,14.2,12.5,1.138
Southern,70.1,1.8,24.9,57.5,0.961,0.937,49.2,105.2,35.0,47.5,70.2,6.9,19.6,8.0,20.8,31.4,25.2,69.5,47.4,2.6,9.9,13.0,14.7,0.889,0.517,0.444,73.0,21.0,68.3,-1.8,44.2,49.2,28.4,52.9,70.6,107.4,11.4,18.1,0.632
TN Tech,70.1,-4.2,26.9,61.3,0.973,1.031,49.2,102.6,32.9,49.2,66.1,6.5,19.9,9.8,23.1,36.2,29.4,71.3,50.0,3.5,7.1,14.9,13.4,1.109,0.3,0.286,72.0,14.9,74.3,4.2,45.0,51.5,32.4,53.4,73.4,108.2,17.3,12.8,1.352
Charlotte,70.0,-1.2,25.2,54.8,1.031,1.048,52.9,112.9,34.5,53.6,79.2,7.5,21.8,5.8,23.0,31.3,20.4,76.9,49.0,2.9,4.8,14.0,11.5,1.216,0.548,0.7,68.0,14.1,71.2,1.2,46.1,52.6,36.2,51.7,76.8,111.6,12.2,11.3,1.08
Manhattan,69.9,-3.8,23.9,55.0,0.977,1.03,48.3,106.2,29.9,50.0,73.6,5.4,18.1,8.8,21.7,33.2,28.2,71.4,49.5,3.4,6.9,11.1,14.4,0.77,0.483,0.857,71.6,18.1,73.7,3.8,46.6,52.2,33.9,52.9,71.1,110.8,14.9,13.9,1.067
Central FL,69.8,1.6,24.7,58.3,0.998,0.975,49.9,105.5,35.0,47.9,70.3,8.8,25.1,9.6,22.8,35.2,29.8,71.8,49.7,3.7,7.0,14.5,13.0,1.113,0.6,0.5,70.0,15.7,68.2,-1.6,42.3,48.7,31.2,50.0,73.7,104.7,13.3,14.1,0.939
Georgia,69.8,-8.7,23.8,53.9,0.979,1.101,50.2,109.3,32.1,51.3,74.7,6.4,19.9,6.6,22.7,32.7,22.3,70.9,48.4,2.2,5.2,13.9,14.4,0.961,0.188,0.167,71.3,15.0,78.5,8.7,47.4,54.6,34.9,56.1,71.6,113.4,16.5,11.0,1.507
Hartford,69.8,-2.3,25.0,55.6,1.015,1.049,53.3,111.1,36.9,51.5,69.0,9.3,25.1,6.3,23.4,32.4,21.3,73.8,48.3,3.2,6.0,12.2,12.2,1.0,0.375,0.4,68.8,15.0,72.2,2.3,44.8,51.6,35.7,50.4,72.8,109.3,12.4,11.1,1.115
Bradley,69.8,4.6,25.6,57.7,1.007,0.941,51.1,107.0,34.1,51.1,68.5,7.8,22.8,9.7,25.8,38.2,30.8,78.8,54.4,4.5,6.2,13.4,13.5,0.988,0.533,0.333,69.3,16.9,65.2,-4.6,40.8,46.9,32.2,46.1,74.4,101.7,10.0,12.4,0.811
S Car State,69.8,-4.6,24.5,64.1,0.921,0.982,43.3,94.5,30.6,42.1,69.5,6.5,21.1,12.8,24.0,40.3,32.9,73.5,51.2,3.6,6.3,11.4,14.8,0.77,0.429,0.6,75.7,19.8,74.4,4.6,43.0,49.9,35.7,47.7,70.1,107.1,14.2,14.9,0.952
Utah,69.7,-1.2,24.3,58.0,1.002,1.018,48.4,105.1,33.5,47.3,77.4,7.6,22.8,8.5,24.4,36.3,26.2,73.3,50.2,2.9,4.6,13.5,12.3,1.1,0.355,0.333,69.6,16.5,70.9,1.2,43.6,49.4,32.9,49.4,70.5,104.7,13.1,10.3,1.272
Neb Omaha,69.7,-14.7,25.2,58.4,0.963,1.166,49.3,105.1,35.8,46.9,73.1,7.2,20.0,7.8,22.9,32.6,23.0,71.8,46.6,2.6,4.6,10.9,13.8,0.794,0.138,0.4,72.4,19.4,84.4,14.7,48.5,56.3,39.9,54.0,73.4,118.9,14.2,10.5,1.359
Utah Val St,69.7,4.0,24.5,54.3,0.992,0.936,50.6,108.6,36.8,48.6,70.9,6.0,16.3,9.2,27.7,39.7,30.0,77.1,55.4,4.3,5.3,14.2,15.2,0.93,0.6,0.333,70.2,16.8,65.7,-4.0,40.1,45.4,29.0,46.6,67.9,97.1,12.2,10.7,1.14
S Carolina,69.7,-1.2,25.5,61.0,0.939,0.956,47.3,100.3,31.3,47.4,67.1,6.6,21.2,10.8,22.6,37.6,31.8,69.3,50.5,4.9,7.8,13.5,15.5,0.871,0.567,0.857,74.2,19.8,70.9,1.2,41.5,47.2,31.9,46.9,70.1,103.2,13.2,15.5,0.852
W Carolina,69.6,-8.6,24.2,60.7,0.979,1.1,47.9,101.3,31.3,48.9,67.7,9.7,31.1,9.9,24.1,36.7,27.6,72.9,49.1,2.3,4.8,12.5,12.4,1.01,0.323,0.75,71.1,16.9,78.2,8.6,45.0,53.2,36.0,52.7,71.7,111.8,14.8,10.0,1.477
Mercer,69.6,-2.3,24.6,54.2,1.035,1.068,52.9,112.8,35.3,52.9,77.5,8.1,23.0,6.6,22.0,32.3,23.3,73.9,50.1,2.8,5.6,14.0,12.2,1.149,0.452,0.444,67.3,15.5,71.9,2.3,45.5,52.8,34.9,53.2,72.7,111.3,13.4,10.5,1.277
NC-Wilmgton,69.6,1.2,24.3,58.5,1.011,0.993,47.4,102.7,32.3,46.8,72.4,7.0,21.6,8.9,21.3,33.1,26.7,70.0,47.4,4.0,7.4,10.2,10.4,0.987,0.7,0.667,68.9,18.2,68.4,-1.2,44.9,50.6,36.4,48.7,67.4,106.8,10.1,13.6,0.738
Harvard,69.6,-0.5,25.7,60.2,0.974,0.981,49.6,103.6,32.6,50.0,67.3,8.3,25.3,7.9,23.3,34.2,23.3,78.6,49.1,2.2,7.2,10.9,12.2,0.89,0.435,0.333,71.4,16.5,70.0,0.5,44.8,52.1,37.1,49.8,73.2,110.9,12.4,14.5,0.859
St Marys,69.5,8.4,26.2,56.5,1.04,0.915,52.6,110.8,35.1,52.5,76.7,7.2,20.4,7.0,23.7,33.4,24.7,80.1,53.1,2.5,6.9,13.5,11.2,1.202,0.774,0.857,66.9,15.6,61.2,-8.4,43.4,48.3,34.4,47.0,71.4,102.2,8.4,12.8,0.654
Detroit,69.5,-0.8,24.5,56.4,1.049,1.061,52.6,111.1,36.8,50.0,78.6,10.3,27.9,8.3,20.2,31.1,27.0,71.2,48.7,1.8,5.8,11.8,11.8,1.0,0.464,0.25,66.3,15.6,70.3,0.8,46.8,54.0,35.1,54.9,71.4,113.4,14.7,12.5,1.174
Prairie View,69.5,-6.8,24.0,56.1,0.933,1.025,48.4,104.7,34.5,46.8,70.3,6.3,18.3,9.3,22.0,35.0,30.0,67.3,49.2,3.1,8.5,11.4,17.4,0.656,0.296,0.333,74.5,21.2,76.3,6.8,44.7,51.0,35.7,49.6,66.6,108.7,12.7,15.0,0.849
TX Southern,69.5,3.9,25.3,57.9,0.97,0.915,48.6,103.4,31.7,49.1,67.5,5.7,18.0,10.5,25.5,39.6,32.4,75.2,53.5,5.1,5.5,10.7,14.9,0.716,0.613,0.6,71.6,17.8,65.5,-3.9,39.5,44.8,29.8,44.9,65.0,96.2,11.1,12.0,0.922
Kent State,69.5,3.2,24.3,56.1,1.01,0.964,49.7,107.2,32.1,50.7,74.7,7.2,22.3,9.0,22.9,35.3,29.8,75.5,52.5,3.5,6.8,11.9,12.6,0.949,0.677,0.667,68.7,18.3,66.3,-3.2,41.8,48.4,31.3,49.6,71.2,104.6,11.6,13.2,0.885
Montana,69.4,-0.3,23.4,53.1,1.011,1.015,50.2,110.6,33.9,49.9,78.8,6.4,19.0,4.7,21.4,28.5,16.0,77.3,45.3,2.6,5.3,11.5,10.5,1.095,0.517,0.375,68.7,19.7,69.7,0.3,46.2,51.8,37.5,49.9,73.0,112.1,10.6,12.8,0.825
Cincinnati,69.4,3.2,24.6,61.1,0.99,0.945,46.9,99.6,31.4,46.6,67.2,8.1,25.8,9.9,24.1,37.2,28.5,71.8,49.6,3.8,6.2,13.0,10.4,1.246,0.531,0.444,70.1,17.6,66.2,-3.2,40.2,45.0,31.2,44.2,72.1,98.6,12.1,12.3,0.985
Brown,69.3,-1.4,24.8,57.4,0.978,0.998,49.4,105.0,31.7,50.6,69.5,7.1,22.3,8.4,22.7,34.6,26.0,74.5,49.7,4.0,6.3,11.6,13.2,0.879,0.407,0.3,70.9,18.0,70.7,1.4,44.7,51.1,33.9,51.3,69.7,108.4,11.8,13.4,0.879
